topic,thread_id,comment_id,reply_to,comment_level,comment,argumentation,constructiveness,positive_stance,negative_stance,target_person,target_group,stereotype,sarcasm,mockery,insult,improper_language,aggressiveness,intolerance,toxicity,toxicity_level
SO,9_000,9_155,9_079,2,perdona se te olvida okdiario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,9_000,9_156,9_006,2,"Inda está ya calentando desde el banquillo, mira que por cualquier pollada acaba condenado..... Me meo.... ",0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
SO,9_000,9_157,9_011,2,"Tienes razón, es intolerable que salga a la luz que el 95% de los homicidios son perpetrados por hombres. Ah, qué ese sesgo te incluye? Pues nada, fenómeno, lo cambiamos por otro, si será por estadísticas... Lo que está claro es que es totalmente indiscutible que ""los malos son los otros"". El 100% de los fascistas de todo el mundo no podéis estar equivocados ",1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
SO,9_000,9_158,9_048,2,"www.youtube.com/watch?v=wnD_JxaN-2k Siempre puedes usar el comodín de ""la psoe no es verdadera izquierda""",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,9_036,9_159,9_159,1,La mayoría de los comentarios de esta noticia destilan odio ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,9_012,9_160,9_143,2,te refieres a ti?,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
SO,9_037,9_161,9_161,1,"Quien lee ese tipo de panfletos no busca información, busca reafirmarse en sus ideales. Es en gran medida lo que pasa aquí con un montón de noticias de otros ""periódicos"". Y ojo con alegrarse de que empiecen a cerrar panfletos, que si se pilla esa tónica puede que el día de mañana caigan otros ""periódicos"" que gusten mas por aquí. Aunque bueno, si pasa eso será ""censura"".",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,9_000,9_163,9_002,2,Llaman medio hasta a eldiario y elplural...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,9_038,9_164,9_164,1,"No van a poder cerrarlo, porque lo que publican no es falso.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_001,11_001,1,"Y ojo, me da pena por ellos y DEP, es una puta mierda que estas cosas pasen.

Pero no se quien cojones se creen que son estos imbeciles como para EXIGIR vias legales que les protejan, la traducción de progre a castellano sería que puedan venir los que les de la gana, regalemos pasaportes y encima luego vamos a darles unas paguitas.",1,0,0,0,0,1,1,0,0,1,1,0,1,1,2
MI,11_001,11_002,11_002,1,Lo he leído antes y joder... Pobre gente,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MI,11_002,11_003,11_003,1,Y cero han muerto intentando llegar a España en un airbus A320.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_003,11_004,11_004,1,"si yo voy en patera a EEUU y me pasa algo, ¿la culpa la tiene EEUU?",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_004,11_005,11_005,1,"DEP, que putada llegar a una situación en la que te compensa dejarte tus ahorros en jugarte la vida para intentar tener una vida decente",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
MI,11_005,11_006,11_006,1,Los que siguen los tramites legales llegan ilesos.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_006,11_007,11_007,1,La culpa es de los welcome refuges.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_007,11_008,11_008,1,"Abrimos fronteras, blindamos ciudades",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_002,11_009,11_003,2,Hilo cerrado y a otra cosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_008,11_010,11_010,1,"Más de 57 personas han sido abortadas en lo que llevamos de mes de Diciembre, y no pasa nada. Descansad en paz, muertos españoles asesinados por la izquierda.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_011,11_001,2,"Ellos tienen muchos más cojones que tú para embarcarse con grave riesgo de su vida.

Para luego encontrarse con xenófobos que os creéis que este suelo es vuestro por haber salido del coño de una española.

Más respeto a la necesidad de los demás os hace falta.",0,0,0,1,1,0,0,0,1,1,1,0,0,1,2
MI,11_008,11_012,11_010,2,El tonto de FC. ¿Con el PP no se podía abortar?,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
MI,11_008,11_013,11_012,2,"El Pp es un partido de izquierdas, ladrón y corrupto.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_009,11_014,11_014,1,Algunos os olvidáis de que España es país de emigrantes: https://www.moonmagazine.info/menas-espanoles-ninos-de-la-guerra/?fbclid=IwAR39y8oo8jOKiYrThqBbwwNhZ3UPK0Ly8Z6jjJvbN4bM-wsuaCAIML90izQ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_010,11_015,11_015,1,"mucho exigir pero seguro que nunca los acogen gastandose su dinero, si no que piden al estado que les de todo, dejamos entrar a 1000 millones y nos vamos todos a la mierda o como va la cosa?",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_011,11_016,11_016,1,Dep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_017,11_011,2,"ues entonces los metes en tu casa y todos contentos. Me parece bien que vengan, pero de forma legal, lo que no puede ser que el que pise españa tenga premio.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_012,11_018,11_018,1,lamento mucho que tomaran una decision tan peligrosa que les ha costado la vida.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_005,11_019,11_006,2,El dín,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_013,11_020,11_020,1,Me pregunto si alguien se metería en una patera pagando todos sus ahorros a una mafia si supieran que nada más pisar España serían devueltos a sus países de origen o al país desde el que entraron. Tengo la sensación de que muchas de estas muertes se deben al mensaje que perciben de que merece la pena intentarlo.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_014,11_021,11_021,1,Es lo que pasa cuando te saltas las leyes. Vas a salir mal parado (casi) siempre.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_015,11_022,11_022,1,"La culpa la tiene Europa y España con sus políticas buenistas que hacen mas mal que bien. Si todo inmigrante ilegal que cruzara nuestras fronteras se le devolviese al lugar de origen y solo entrase inmigrantes legales, no pasaría ni estas desgracias ni muchas otras.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_023,11_017,2,"Sí,... ya veo cómo aceptáis los fachorros a los inmigrantes legales sudamericanos.

Y exactamente ¿qué has hecho tú para que los demás españoles te criemos y te mantengamos? ¿Nacer de mejor coño que otros?
",0,0,0,1,1,0,0,1,1,1,1,0,0,1,2
MI,11_009,11_024,11_014,2,"Este suelo es nuestro, porque nuestros padres trabajaron, se sacrificaron y tuvieron hijos en la posibilidad de los que podían mantener. No podemos hacernos cargo de la irresponsabilidad de otras personas; ni de que se arriesguen a una travesía por mar con nula seguridad, ni de que tengan hijos a los que no pueden alimentar.

A ver si te crees tú que si llenamos el país de esta gente irresponsable, en el momento que pisan nuestro suelo les cambia la mentalidad. Y no, no nacemos aquí por azar, nacemos en el país que han construido nuestros padres y en el que han decidido traernos al mundo siendo conscientes de la responsabilidad que tienen para con nosotros.
",1,0,0,0,0,1,1,0,0,0,0,0,1,1,1
MI,11_016,11_025,11_025,1,"Igual soy mala persona, pero es que me la suda bastante la verdad ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_017,11_026,11_026,1,"si no les fuera tan facil entrar, no lo intentarian y dejarian de morir en el mar, eso pienso yo",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_027,11_011,2,"Te tenias que hacer cargo de cada uno de los inmigrantes que pise suele Español. Ofrecer tu casa y tus bienes.

Pero estoy seguro que ni trabajas ni sabes lo que es",0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
MI,11_009,11_028,11_014,2,la gente de españa emigró para trabajar y ganarse la vida no para cobrar paguitas,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
MI,11_018,11_029,11_029,1,La culpa es de las mafias y de todos aquellos que incitan a esta pobre gente a venir como si esto fuera la panacea,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_019,11_030,11_030,1,Se arriesgan porque saben que si llegan se quedan. El buenismo provoca muertes.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_020,11_031,11_031,1,Si no fuesen los que manejan los hilos los que se llenan los bolsillos traficando con personas esto no sería un problema.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_032,11_011,2,"Pues ya sabes te coges el barco de Playmobil y te vas a recogerlos para llevarlos a tu casa, si es que tienes y mantenerlos de tus ingresos",0,0,0,1,1,0,0,1,1,0,0,0,0,1,1
MI,11_021,11_033,11_033,1,"Lo normal cuando intentas entrar a un país de forma ilegal, saltándote leyes y quebrantando fronteras.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_034,11_023,2,"A mi solo me han mantenido mis padres con su trabajo desde niños dejando la escuela y desde los 18 años yo mismo con esfuerzo inhumano.


En la vida he percibido una sola ayuda estatal, ni beca ni nada parecido y hemos pagado seguro privado sanitario. Y impuestos, muchos impuestos.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
MI,11_022,11_035,11_035,1,Han jugado con su vida y la han perdido. Es su elección. No había ninguna guerra en el puerto del que partieron.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_036,11_011,2,"Que haya cojones eso no lo dudo, pero de ahí a que sea culpa o responsabilidad de España hay una distancia muy grande, la culpa la tienen los gobernantes de los países de donde salen, de los que hacen y dejan hacer dentro de sus propio territorio, no se le puede ir a obligar a un país que haga lo que no hacen los de origen
Y ehh, que yo use un a340 en su momento y en regla",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
MI,11_023,11_037,11_037,1,"A mi lo único que me interesa de ese dato es saber si l rescate de esos cuerpos ha sido con dinero de mis impuestos o no, de ser que sí, quisiera que la deuda la contrajeran sus familiares y de no poder pagar vetarles la entrada al país.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_038,11_011,2,"Si tantos cojones tienen , que se queden en su país y lo arreglen , en vez de echarle la culpa a los demás de lo que les pasa , de vivir en un estercolero, lo que no vamos a hacer es pedir perdón por haber tenido la suerte de nacer españoles.",0,0,0,1,0,1,1,0,1,0,0,0,1,1,1
MI,11_024,11_039,11_039,1,negrillos a la mar,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
MI,11_025,11_040,11_040,1,Y el año pasado 146 yendo a trabajar y 506 trabajando ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_026,11_042,11_042,1,"Yo estoy de acuerdo en exigir vías legales que les protejan. Creo que todos estamos de acuerdo en eso, excepto perturbados. El problema, como siempre, es que no creo que nos pongamos de acuerdo en el cómo. Yo soy más partidario de descentivar el viaje y, a largo plazo, haciendo África habitable. La Unión Europea debería pensarse asumir el control directo en algunas zonas para empezar.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_027,11_043,11_043,1,Por eso hay que poner las medidas en sus países de origen.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_028,11_044,11_044,1,"La culpa de los progres, que creen que si los países europeos invierten allí es un saqueo y una neocolonizacion. Luego se van al Starbucks del barrio chic de su ciudad y no piensan que los norteamericanos nos están saqueando ni colonizando.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_045,11_011,2,"Puedes ir y chuparles sus negromoras pollas en fila.
Y luego los metes en tu casa para que tu mujer haga lo mismo.
Y si tienes hija tranquilo que también le darán rabo aunque no quiera.",0,0,0,0,1,1,1,1,1,1,1,1,0,1,3
MI,11_008,11_046,11_010,2,Eres retrasado hijo de puta.,0,0,0,1,1,0,0,0,0,1,1,0,0,1,3
MI,11_008,11_047,11_010,2,A ignorados e ya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_029,11_048,11_048,1,¿Y en sus países de origen qué hacen para ayudarles o protegerles? Pregunto.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_030,11_049,11_049,1,"Muchas ONGs han aprovechado la época progre para quitarse la careta y demostrar lo que son. Organizaciones que no es que apoyen a los inmigrantes, es que van clara y descaradamente contra los ciudadanos nacionales.
Así tenemos organizaciones que piden más facilidades para que lleguen menas cuando todos sabemos a lo que se dedican. Que tu tengas se sufrir las consecuente de tener a miles de estos personajes jodiendo la convivencia les importa muy poco.
Luego hay otras que ante cualquier enfrentamiento legal entre un español y un extranjero automáticamente se ponen de parte del extranjero ofreciéndole asesoramiento y ayuda legal. Mientras tanto a ti, que normalmente eres la víctima, que te jodan.
Y en este caso, con gente que viene ILEGALMENTE (y hay que ponerlo con mayúsculas a ver si el tonto de arriba y otros muchos dejan de compararlo con la inmigracion española que siemore fue legal) y cuyo futuro aqui es que les mantengamos con dinero público, lo que piden es que se den todas las facilidades para que vengan más.
De pocas cosas estoy más satisfecho que de haber borrado hace una años la casilla de ""Otros fines sociales"" de la declaración de la renta. Ni un céntimo de mi dinero para colaborar con estas asociaciones que sólo buscan dañar al país, la convivencia, la seguridad y hasta la economía.",1,0,0,0,0,1,1,0,0,1,1,0,1,1,2
MI,11_031,11_050,11_050,1,"Pues es una lástima que gente que busca salir de la miseria muera de esa manera. Aún así aquí no hay sitio para tanta gente, y si sus paisanos se comportaran y fueran ejemplo de integración se podría ser algo más ""laxo"" a la hora de aceptar a esta gente. Pero como son como son, sintiéndolo mucho los deberían enviar de vuelta a su país.",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
MI,11_032,11_051,11_051,1,Bueno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_052,11_011,2,"este suelo es nuestro no solo por haber nacido aquí, sino porque PAGAMOS por vivir aquí
vete tu a los paises de esta gente, a ver como te tratan, subnormal",1,0,0,1,1,0,1,0,0,1,1,0,0,1,2
MI,11_009,11_053,11_014,2,"repite conmigo, emigrantes LEGALES, LEGALES, LEGALES.... LEGALES",0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
MI,11_000,11_054,11_023,2,"Tu no has criado al shur que citas. Ni lo has mantenido obviamente.
LO HAN HECHO SUS PADRES
es que no te da para mas, tu retraso mental es impresionante",0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
MI,11_000,11_055,11_011,2,"tienen cojones pero huyen para que otros les REGALEN LA VIDA, un poco contradictorio no?",0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
MI,11_000,11_056,11_011,2,Ahora dilo sin llorar,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
MI,11_000,11_057,11_055,2,"Te veo tenso.

¿No te han ingresado aún la paguita?",0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
MI,11_000,11_058,11_011,2,"Este suelo es nuestro porque lo pagamos los españoles, no te equivoques.
Si tan comunista eres, llévate a unos cuantos a tu casa.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MI,11_033,11_059,11_059,1,Que pesaos con los inmigrantes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_034,11_060,11_060,1,"Esque el problema es que entran y se quedan.
Si entrasen y a los ilegales patadita y de vuelta esto no pasaba.
Pero ppr desgracia somos un pais de buenistas
",1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MI,11_008,11_061,11_010,2,Te suena COLECTIVO 33 de Castellón?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_062,11_011,2,sera de mi tio el del pueblo el suelo. anda que suelo para todos y paguitas para todos. Yo quiero alguna islita de japon pami,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
MI,11_000,11_063,11_034,2,"Eso es una puta estupidez.

Con todo tu trabajo sumado al de tus padres no tendrías ni para ir en taparrabos sin un Estado del bienestar que te procure educación, seguridad y salud entre otras muchas cosas.

Es lo que no os entra en la cabeza a los liberales de pacotilla. Que no sois NADIE sin la sociedad.

En realidad sí que lo sabéis, por eso vuestro empeño en que no vengan de fuera a comer de sus migajas.",1,0,0,1,1,0,0,0,1,0,1,0,0,1,1
MI,11_035,11_064,11_064,1,Que pena me da.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_065,11_011,2,No tienen más cojones. Lo que pasa es que están desesperados y no tienen nada que perder. Pero no tiene nada que ver con los cojones.,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
MI,11_036,11_066,11_066,1,Varios cientos de dejan la vida en la carreteras al ir a trabajar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_067,11_011,2,Que tomen esos riesgos para derrocar a la mierda de gobiernos que tienen y les irá mejor.,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1
MI,11_000,11_068,11_057,2,"que casualidad, no respondes 

a cuantos tienes ya en tu casa?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_069,11_068,2,"Por temporadas tengo a niños de acogida, sí ¿Algún problema?

Ayudo en lo que puedo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_037,11_070,11_070,1,"Las personas actuamos por incentivos.

Si esa gente ve que aqui se les acoje en el estado de bienestar a pesar de entrar por la puerta de atras y sin documentos, eso anima a otros a lanzarse el mar a ver si hay suerte y eso les soluciona una vida que en sus paises por culpa de sus dirigentes, no tendrian.

Por el contrario si Europa es tajante en la expulsion inmediata sin ninguna posibilidad de aprovecharse del estado de bienestar si no cotizas y no entras legalmente, sumado a que sus paises mejoren, los incentivos seran bajos y el riesgo, menor.

Asi que gente como las ONG que favorecen la inmigración ilegal simplemente estan incrementando el problema",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_071,11_001,2,"Cuando decimos algo de nuestros soldados que murieron en alguna misión en el extranjero, los progres y mugrientos vienen a reírse y a decir ""que no hubieran ido"". Pues aquí aplico el mismo sentimiento que aplican ellos sobre los nuestros. "" Que no hubieran venido"", ""que se hubieran quedado en su país"" ""Y no fueran por ahí invadiendo países"".
",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MI,11_000,11_072,11_011,2,"Abre tu casa y empieza a mantener algunos.
Lo de niños no me vale. Estos son adultos.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_038,11_073,11_073,1,DEP y todo por no ser estrictos y dejarles claro que lo unico que pueden encontrar la muerte o deportacion. Espero que los politicos que hacen campaña con lo contrario sientan la merecida culpa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_039,11_074,11_074,1,"Pues si, es una puta mierda, DEP por ellos.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
MI,11_000,11_075,11_069,1,Alguna prueba? Jajajajaj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_040,11_077,11_077,1,"Tienen que estar muy mal en su país para hacer lo que hacen , pero aquí no cabemos todos y hay mucha gente española en las calles y jodidos económicamente a todos no se llega que se vayan a otro país.",1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
MI,11_041,11_078,11_078,1,"Esto está provocado por el efecto llamada. Si das ayudas, piso, sanidad, y no los expulsas, les merece la pena jugarse la vida. EN cambio,si conforme llegan los expulsas, se lo pensarán dos veces. Inmigración regulada y controlada. No hay más.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_042,11_079,11_079,1,"Por cierto, aquí quien se beneficia son las mafias de la inmigración y las ONG´s.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_043,11_080,11_080,2,"Si tantos cojones tienen que derroquen a sus oligarcas y monten un buen pais prospero donde puedan vivir decentemente que estamos en 2019. A no, es mas fácil invadir países ya seneados con el esfuerzo de otros que arreglar el nuestro.

Venga, acuestate.
",0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
MI,11_044,11_081,11_081,1,"La izquierda agradece la existencia de las mafias que engañan a los que mueren por el camino.

¿controlarlos?

NO.. no hagamos eso.. permitamos que los ""pobres"" vengan a España jugándose la vida usando a estos criminales.

GRACIAS PROGRES por esos 57 muertos y todos los que vendrán por ""abrir puertas"" (que nunca son las vuestras, claro)",0,0,0,0,0,1,0,1,1,0,0,0,0,1,2
MI,11_000,11_082,11_023,2,"Espero que te indignes también con las manadas de menores extranjeros que tutela el estado

espera que se que vas a decir

sisisisisi ya viene

FACHA",0,0,0,0,1,1,1,0,1,0,0,0,0,1,2
MI,11_000,11_083,11_023,2,"si si, ya te veo en FC ayudando a muerte 

ya sabrás que ayudando a esos niños no ayudas una mierda no?

vete a sus paises a arreglar su situación que haciendo eso no ayudas a nada colega. Lo unico que ayudas es a que se mantenga todo igual

a ver si usamos un poco mas el cerebro",0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
MI,11_000,11_084,11_069,2,"Depende de lo que diga tu seguro de viaje... Oh, wait",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_043,11_085,11_080,2,"¿Como los españoles sometidos por los oligarcas franquistas dices?

¿Esos que tuvieron que sobrevivir en campos de concentración en Francia por la demencia de un dictador?

¡Qué fácil es hablar!",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
MI,11_045,11_086,11_086,1,"¿ya te has convertido al ISLAM?

Seguro que sí.

¿que tal lleva tu pareja ser una posesión tuya?

Ah.. que no tienes pareja.. ",0,0,0,0,1,1,1,1,1,0,0,0,0,1,1
MI,11_046,11_087,11_087,1,los responables son los que les invitan a jugarse la vida //widget.playoncenter.com/video/carmena-son-los-mejores-los-mas-valientes./2860747/8982/1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_047,11_088,11_088,1,El Sábado iba corriendo por la orilla del Zapillo...y justo acababa de llegar una patera a las 22 de la noche. ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_045,11_089,11_086,2,"¿De verdad os creéis esas mierdas? ¿Que otra civilización va a fagocitar a la vuestra?

¿En serio?

No me lo creo, decís esas estupideces sólo para alimentar el miedo de otros. No se puede ser tan tonto.",0,0,0,1,0,0,0,0,1,1,1,0,0,1,1
MI,11_009,11_090,11_014,2,"emigrantes honrados, no paguiteros y sharios que querían cambiar las costumbres de los países a los que iban",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
MI,11_048,11_091,11_091,1,"Culpa de las mafias y lo progres follarefugees que hacen efecto llamada, nos quedamos sin 57 pensiones",0,0,0,0,0,1,0,1,1,1,1,0,0,1,2
MI,11_049,11_092,11_092,1,Es lo que tiene el efecto llamada de vivir de ayudas y demas.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_009,11_093,11_090,2,"Ya, por eso cuando ibas a Inglaterra en los 80 te ponían a un guardia jurado detrás sólo por ser español.

Una fama de cojones teníamos.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MI,11_008,11_096,11_010,2,Y si dividimos los 3500 suicidios al. Año en este mes me salen unos 250-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_050,11_097,11_097,1,"Lo dices TU: ""Y tú eres un pobre bocazas equivocado. Supongo que esta es una meta vital para ti.

Te voy a dar una mala noticia: no es posible parar la inmigración. Va a tocar adaptarse y procurar que ellos se adapten lo antes posible.

Todo lo demás: mierda de transtornados."" Joder, y yo que tenía esperanza de que no fueras tan tonto.",0,0,0,1,1,0,0,0,1,1,1,0,0,1,1
MI,11_045,11_098,11_089,2,"Estás predicando en el desierto frente a un ejército de molinos de viento, shur.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_051,11_099,11_099,1,"Si se hiciera como Australia, el efecto llamada desaparecería de inmediato",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_101,11_069,2," Dep, es triste morir asíTe creo en serio, pero una pregunta? Esos niños de acogida que trajiste vinieron por cauces legales o en una patera? La diferencia es considerable.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_050,11_102,11_097,2,En serio ya: tú cobras por poner estas cosas ¿verdad?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_103,11_023,2,Saca el DNI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_008,11_104,11_012,2,Mira su avatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_105,11_101,2,"Me temo que los niños inmigrantes no tienen la suerte de que les den padres de acogida. Yo normalmente he tenido a niños con sus padres en la cárcel, o drogadictos, o que se los han quitado temporalmente.

Hasta el caso de los niños se tienen más derechos por ser español.
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_106,11_001,2,"Que se lo pidan a los Reyes Majos.

Igual en casa del coletas y en la de la teresita caben unos cuantos.",0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
MI,11_052,11_107,11_107,1,"Cuando nuestros políticos están pidiendo los mejores, los más valientes, es lo que pasa. Yo no tengo problema en que venga nadie (que sea capa de adaptarse y no venga a parasitar al estado), pero a la hora de señalar cuando muere alguien en el estrecho, hay que señalar al que le dice que lo haga.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_053,11_108,11_108,1,"Dep por ellos, 0 culpa de España, que parece que a los progres les gusta echar culpas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_045,11_109,11_098,2,"Otro cobarde que apoya a las mafias.

Bravo.. bravísimo.

¿tambín te has convertido al islam? ¿o lo dejas como propósito de año nuevo.. por eso de ir adaptándote a los nuevos habitantes que tanto quieres?",0,0,0,0,1,0,0,1,1,0,0,0,0,1,2
MI,11_000,11_110,11_063,2,"No fui a la educación pública. Seguridad en mi pueblo ni está ni se la espera y tienes que tener tus propias armas para defenderte. Salud he usado la privada.

Por no tener, ni tenemos la calle asfaltada en 2019.

Venga, hasta luego.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
MI,11_000,11_111,11_011,2,"Pues acogelos en tu casa follanegros
Como dicen en italia, todo el mundo es maricon con el culo de los demas",0,0,0,1,1,0,0,0,0,1,1,0,1,1,3
MI,11_054,11_112,11_112,1,"Tampoco sabemos cuales eran sus intenciones suponemos que buscaban una vida mejor pero no sabemos si eran exconvictos que se han fugado, portaban alguna enfermedad, eran terroristas con ganas de gresca. No sabemos nada!!! Creo que el ser humano peca de bondad cuidado que lo mismo venian para otra cosa, en el mundo hay gente muy mala.
Con esto no estoy justificando lo sucedido es más lamento lo que ha pasado igual era buena gente pero que sepais que también quiere venir gente a jodernos con ganas de maldad. Mismamente el colombiano que ha ha asesinado a la chica de Valencia, estaba siendo investigado por la muerte de otra mujer y hay otra desaparecida en la zona. Tres mujeres que podrían girar en torno al mismo sinvergüenza que si no le hubieran dejado entrar estarían vivas.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_055,11_113,11_113,1,Efecto llamada: progres cómplices de esas muertes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_056,11_114,11_114,1,"Pues no sé, que no vengan.......",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_057,11_115,11_115,1,Eso mueren en accidentes de tráfico en unos meses intentando llegar a sus destinos y no hacen tanta tragedia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,11_045,11_116,11_109,2,"Pero si no he dicho nada . Joder, estáis a la que saltáis.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MI,11_013,11_117,11_020,2,Y este es el din,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
